OBJECTID,Site name,Number of spills,Spill duration (hours per year),Percent of reporting operational,Company name,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,DISTRICT_COUNCIL,CATC_NAME,PERMIT_NUMBER,RECEIVING_WATER,REC_ENV_CODE_DESCRIPTION,Outlet type,Grid reference,Effluent type,Year of Data,Disputed,Disputed data detail,x,y
4112,CRADLEY ROAD CSO (CRADLEY HEATH - CRADLEY ROAD 1 (CSO)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),BEECHER HOUSE,DUDLEY,RIVER STOUR (WORCS),TSC583,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9417086250,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,394310,285703
4113,Orion Way/Huntington T SSO,17,9,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),ORION WAY,CANNOCK CHASE,RIVER PENK,T/03/21464/O,RIDINGS BROOK,Freshwater river,Sewage - water company,SJ9944011900,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,399440,311900
4114,BRIDGE PIECE DETENTION TANK (NORTHFIELD - BRIDGE PIECE (SST)),2,1,99.70%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 19 BRIDGE PIECE,BIRMINGHAM,RIVER REA,T/09/36303/O,RIVER REA,Freshwater river,Sewage - water company,SP0285078890,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,402843,278877
4115,PORT HILL INTERCEPTING Sewer (SHREWSBURY - EARLS VIEW HILL (CSO)),14,21,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),PORT HILL,SHROPSHIRE UA,"UPPER MID-SEVERN, ENGLAND",S/02/04974/O,RIVER SEVERN (NON TIDAL),Freshwater river,Sewage - water company,SJ4843012420,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,348430,312420
4116,WESTACRE CRESCENT SSO (COMPTON - WESTACRE CRES (CSO)),1,0,99.52%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),WESTACRE CRESCENT,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/55744/O,TRIB FINCHFEILD BROOK,Freshwater river,Sewage - water company,SO8773098070,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,387730,298070
4117,168 WARWICK ROAD (CSO),43,87,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),GREEN MAN,WARWICK,MID-AVON,S/13/26837/O,CATTLE BROOK,Freshwater river,Sewage - water company,SP2904069680,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,429122,271153
4118,BROADWAY ROAD STORM OVERFLOW (WINCHCOMBE - BROADWAY ROAD (CSO)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE PARRS FARM,TEWKESBURY,RIVER ISBOURNE,S/18/20337/O,RIVER ISBOURNE,Freshwater river,Sewage - water company,SP0277528662,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,402714,228639
4119,OCEAN BRIDGE STORM OVERFLOW (STONEHOUSE -OCEAN BRIDGE (CSO)),23,119,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 1 COURT FARM MEWS,STROUD,RIVER FROME,S/22/26210/O,RIVER FROME,Freshwater river,Sewage - water company,SO7969004970,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,379772,205018
4120,ST MICHAELS ROAD (CROSS HEATH - ST MICHAELS ROAD (CSO)),51,73,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),CROSS HEATH,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/30008/O,LYME BROOK,Freshwater river,Sewage - water company,SJ8485047010,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384850,347010
4121,STONEFIELD SQUARE OVERFLOW (STONE - STONEFIELD SQUARE (CSO)),7,34,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),STONEFIELD SQUARE,STAFFORD,UPPER TRENT,T/01/30076/O,SCOTCH BROOK,Freshwater river,Sewage - water company,SJ9022033690,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390220,333691
4122,DANIEL PLATTS TILE WORKS (TUNSTALL-CANAL LN (CSO)),3,0,99.89%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR WESTLAKE HOUSE,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/30158/O,TRIBUTARY OF FOWLEA BROOK,Freshwater river,Sewage - water company,SJ8545250521,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,385669,350611
4123,BOATHORSE ROAD CSO (TU NSTALL - BOATHORSE ROAD (CSO)),23,47,99.99%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OFF BOATHORSE ROAD,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/35893/O,TRIB OF TRENT AND MERSEY CANAL,Canal,Sewage - water company,SJ8476952196,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384785,352253
4124,GROSVENOR RD SSO (HANDSWORTH - WELLINGTON ROAD 223 (CSO)),35,25,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE 223 WELLINGTON ROAD,BIRMINGHAM,UPPER TAME TO CONF REA,T/08/30193/O,RIVER TAME,Freshwater river,Sewage - water company,SP0660091260,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,406286,290902
4125,POTTERS LOCK PUMPING STATION (ILKESTON - POTTERS LOCK (SPS)),60,621,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),POTTERS LOCK,EREWASH,RIVER EREWASH,T/61/12364/O,RIVER EREWASH,Freshwater river,Sewage - water company,SK4768041680,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,447680,341680
4126,W BROMWICH ROAD(PLAYING FIELDS) CSO (THE DELVES - WEST BROMWICH ROAD (CSO)),1,1,90.75%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OFF WEST BROWICH ROAD,WALSALL,UPPER TAME TO CONF REA,T/08/35624/O,FULL BROOK,Freshwater river,Sewage - water company,SP0186496472,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,401878,296488
4127,CAKEMORE ROAD TANK Sewer SSO (BLACKHEATH - CAKEMORE ROAD (CSO)),0,0,97.66%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),BLACKHEATH,SANDWELL,UPPER TAME TO CONF REA,T/08/36011/O,TRIBUTARY OF THE RIVER TAME,Freshwater river,Sewage - water company,SO9811086590,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,398110,286590
4128,BRISTOL ROAD SOUTH SSO (LONGBRIDGE - BRISTOL ROAD SOUTH (CSO)),16,97,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OFF BRISTOL ROAD SOUTH,BIRMINGHAM,RIVER REA,T/09/36046/O,RIVER REA,Freshwater river,Sewage - water company,SP0075077570,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,400742,277531
4129,THE MILL WALK STORM SEWAGE OVERFLOW (NORTHFIELD-THE MILL WALK (CSO)),9,5,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE 34-36 THE MILL WALK,BIRMINGHAM,RIVER REA,T/09/36047/O,RIVER REA,Freshwater river,Sewage - water company,SP0191078440,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,401937,278324
4130,NEW ROAD COMBINED SEWAGE OVERFLOW (SOUTH RUBERY - NEW ROAD (CSO)),46,102,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE 22 COCK HILL LANE,BIRMINGHAM,RIVER REA,T/09/36126/O,GALLOWS BROOK,Freshwater river,Sewage - water company,SO9912077460,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,399083,277386
4131,LEASOW DRIVE COMBINED SEWAGE O'FLOW (SELLY OAK - LEASOW DRIVE (CSO)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR TO 100 LEASOW DRIVE,BIRMINGHAM,RIVER REA,T/09/36344/O,BOURN BROOK,Freshwater river,Sewage - water company,SP0403083210,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,404008,283259
4132,HIGH STREET(OPPOSITE BULL ST) (HARBORNE - HIGH STREET/BULL STREET (CSO)),1,1,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR TO 212 HIGH STREET,BIRMINGHAM,RIVER REA,T/09/36419/O,CHAD BROOK,Freshwater river,Sewage - water company,SP0391085040,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,403482,284485
4133,FOXTON ROAD/WARD END PARK ROAD CSO (WASHWOOD HEATH - FOXTON ROAD (CSO)),27,26,99.70%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OUTSIDE 98 FOXTON ROAD,BIRMINGHAM,TAME TO CONF WITH BLYTHE,T/10/12295/O,WASHWOOD HEATH BROOK,Freshwater river,Sewage - water company,SP1094088740,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,410815,288123
4134,BAYSTON ROAD CSO (KINGS HEATH - BAYSTON RD PLAYING FIELDS (CSO)),15,9,99.87%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),REAR OF 51 BAYSTON ROAD,BIRMINGHAM,RIVER COLE,T/12/36475/O,CHINN BROOK,Freshwater river,Sewage - water company,SP0743079280,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,407344,279305
4135,HEDGING LANE CSO (HOCKLEY - HEDGING LANE (CSO)),0,0,99.93%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR UNIT 6-7 HEDGING LANE IND E,TAMWORTH,TAME TO CONF BOURNE BROOK,T/16/36096/O,TRIBUTARY OF THE RIVER TAME,Freshwater river,Sewage - water company,SK2227000190,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,422280,300191
4136,SEDGLEY WATER RECLAMATION WORKS (SEDGLEY -GORGE ROAD (SST)),11,18,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),SOUTH OF ALLOTMENT GARDENS,DUDLEY,UPPER TAME TO CONF REA,T/08/22103/O,TRIB OF SWAN BROOK,Freshwater river,Sewage - water company,SO9267093770,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,392705,293815
4137,YARDLEY WOOD RD/HAUNCH LANE JCN CSO (YARDLEY WOOD - FIRTH DRIVE 9 (SST)),3,1,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 880 YARDLEY WOOD ROAD,BIRMINGHAM,RIVER COLE,T/12/36479/O,CHINN BROOK,Freshwater river,Sewage - water company,SP0871979991,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,408702,280028
4138,WOMBOURNESEWAGETREATMENT WORKS (WOMBOURNE (STW)),41,312,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),BRIDGNORTH ROAD,S. STAFFORDSHIRE,RIVER STOUR (WORCS),S/06/56197/R,SMESTOW BROOK,Freshwater river,Sewage - water company,SO8559091980,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,385788,292158
4139,RAD VALLEY Sewer ATTHE ROCKS (SHREWSBURY -THE ROCKS (CSO)),16,87,100.00%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),THE ROCKS,SHROPSHIRE UA,"UPPER MID-SEVERN, ENGLAND",S/02/04975/O,REA BROOK,Freshwater river,Sewage - water company,SJ4937011100,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,349370,311100
4140,STANLEY LANE STW SITE (BRIDGNORTH-STANLEY LANE (CSO)),27,32,99.49%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),STANLEY LANE,SHROPSHIRE UA,"UPPER MID-SEVERN, ENGLAND",S/02/08954/O,RIVER SEVERN (NON TIDAL),Freshwater river,Sewage - water company,SO7222093900,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,372220,293900
4141,THE WHARFAGE PUMPING STATION (IRONBRIDGE -WHARFAGE (SPS)),16,137,65.20%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),LADYWOOD,TELFORD & WREKIN UA,"UPPER MID-SEVERN, ENGLAND",S/02/07445/O,RIVER SEVERN (NON TIDAL),Freshwater river,Sewage - water company,SJ6710003500,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,367100,303500
4142,THE OVAL PUMPING STATION (SPS) (BICTON -THE OVAL (SPS)),40,272,100.00%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),NEXT TO 8 BROOKSIDE,SHROPSHIRE UA,"UPPER MID-SEVERN, ENGLAND",S/02/55422/O,TRIBUTARY OF RIVER SEVERN,Freshwater river,Sewage - water company,SJ4494915015,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,344948,314980
4143,BLYMHILL LAWN PUMPING STATION (BLYMHILL LAWNS-BROCKHURST LANE (SPS)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),NEAR TO 61 BLYMHILL LAWN,S. STAFFORDSHIRE,RIVER PENK,S/04/03096/O,LINCOLN BROOK,Freshwater river,Sewage - water company,SJ8197911684,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,381859,311586
4144,POTTERS CROSS (KINVER - MILL LANE (SPS)),87,404,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),OFF MILL LANE,S. STAFFORDSHIRE,RIVER STOUR (WORCS),S/06/07934/O,MILL BROOK/RIVER STOUR,Freshwater river,Sewage - water company,SO8491083260,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384895,283245
4145,ENVILLE SEWAGE PUMPING STATION (Enville St Lowndes Rd PS),211,5016,99.94%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),BRADLEY ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/09103/O,RIVER STOUR (SEVERN),Freshwater river,Sewage - water company,SO8954084770,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,389527,284699
4146,BURFORD VILLAGE Sewer & SPS (Burford - Swan Hotel PS),3,9,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),OPPOSITE CASTLEBROOK,SHROPSHIRE UA,"RIVER TEME, ENGLAND",S/09/05176/O,RIVER TEME,Freshwater river,Sewage - water company,SO5800068001,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,359465,268677
4147,CHURCH STREET PUMPING STATION (TENBURY-CHURCH STREET (SPS)),52,945,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),REAR OF 71 TEME STREET,MALVERN HILLS,"RIVER TEME, ENGLAND",S/09/55022/O,RIVER TEME,Freshwater river,Sewage - water company,SO5950068530,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,359530,268488
4148,MERRFIELDS FARM -STORM OVERFLOW (MARCUFF - MERRYFIELDS FARM (SPS)),60,1099,99.87%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),REAR OF TEMPLE FARM,STRATFORD-ON-AVON,MID-AVON,S/13/07698/O,RIVER AVON (TRIBUTARY),Freshwater river,Sewage - water company,SP0958050700,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,409594,250701
4149,PADDOCK LANE PUMPING STATION (STRATFORD - PADDOCK LANE (SPS)),23,72,99.85%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),OPPOSITE 4 WETHERBY WAY,STRATFORD-ON-AVON,MID-AVON,S/13/08373/O,RIVER AVON,Freshwater river,Sewage - water company,SP1979053590,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,419544,254026
4150,EJECTOR STATION ATAPEDALE (Apedale Rd N-U-Lyme Ps),0,0,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),ROAD,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/01887/O,LYME/ SILVERDALE BROOK,Freshwater river,Sewage - water company,SJ8250048900,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,382500,348900
4151,CLAYTON RD SPS STOKE ON TRENT (CLAYTON - CLAYTON ROAD (SPS)),0,0,100.00%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),M6 & A5006 JCT,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/21896/O,PARK BROOK,Freshwater river,Sewage - water company,SJ8493042120,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384930,342120
4152,LOOMER ROAD SPS (Loomer Rd Chesterton PS),0,0,73.94%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),LOOMER ROAD,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/30243/O,TRIB OF LYME BROOK,Freshwater river,Sewage - water company,SJ8266048110,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,382660,348110
4153,SILVERDALE SEWAGE PUMPING STATION (SILVERDALE - SILVERDALE ROAD (SPS)),11,36,99.94%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),NEWCASTLE UNDER LYME,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/30327/O,TRIB OF LYME BROOK,Freshwater river,Sewage - water company,SJ8317046340,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,383170,346340
4154,DUNSTON A449 TERMINAL PUMPING STN (DUNSTON - A449 (TPS)),6,2,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),STRAFFORD ROAD,S. STAFFORDSHIRE,RIVER PENK,T/03/02843/O,RIVER PENK (TRIB),Freshwater river,Sewage - water company,SJ9300017600,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,393000,317600
4155,SANDIACRE PASTURE LOCK CSO (SANDIACRE - PASTURE LOCK (CSO) ),91,682,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OFF ILKESTON ROAD,EREWASH,RIVER EREWASH,EPRAP3421GQ,TRIB OF PASTURE LOCK,Freshwater river,Sewage - water company,SK4830037870,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,448296,337884
4156,LOWER PENKRIDGE PUMPING STATION (ACTON TRUSSELL- LWR PENKRIDGE RD (SPS)),4,8,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),ACTON TRUSSELL,S. STAFFORDSHIRE,RIVER PENK,T/03/12334/O,BEDNALL BROOK,Freshwater river,Sewage - water company,SJ9365017600,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,393650,317600
4157,STATION ROAD P.S CODSALL (CODSALL - STATION ROAD (SPS)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),STATION ROAD,S. STAFFORDSHIRE,RIVER PENK,T/03/30099/O,TRIB OF MOAT BROOK,Freshwater river,Sewage - water company,SJ8602003500,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,386020,303500
4158,COLERIDGE DRIVE SPS (PERTON -COLERIDGE DRIVE (SPS)),1,4,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),PERTON,S. STAFFORDSHIRE,RIVER PENK,T/03/35150/O,RIVER PENK,Freshwater river,Sewage - water company,SJ8598000410,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,385980,300410
4159,BOWEN COOKE AVE SEWAGE PUMPING STA (PERTON - BOWEN-COOKE AVENUE (SPS)),11,74,99.70%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),BOWEN COOKE AVENUE,S. STAFFORDSHIRE,RIVER PENK,T/03/35273/O,RIVER PENK,Freshwater river,Sewage - water company,SJ8616000630,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,386160,300630
4160,LEICESTER - TUDOR ROAD/PAGET ROAD (CSO),103,88,81.49%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),TUDOR ROAD/PAGET ROAD,CITY OF LEICESTER UA,SOAR TO WREAKE/ROTHLEY BK,T/53/03685/O,BRAUNSTONE BROOK,Freshwater river,Miscellaneous,SK5770004900,MISCELLANEOUS DISCHARGES - SURFACE WATER,2019,,,457661,304902
4161,KINGSBURY PUMPING STATION (KINGSBURY (SPS)),24,125,100.00%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),ADJACENT TO NEW SEWAGE PUMPING,N. WARWICKSHIRE,TAME TO CONF BOURNE BROOK,T/16/07864/O,THISTLEWOOD BROOK,Freshwater river,Sewage - water company,SP2120097300,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,421200,297300
4162,OSBASTON HOLLOW PUMPING STATION (Osbaston Hollow PS),1,0,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),NR DESFORD,HINCKLEY & BOSWORTH,RIVER SENCE,T/20/02941/O,TRIB RIVER SENCE (SOAR),Freshwater river,Sewage - water company,SK4150006200,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,441500,306200
4163,PARK PUMPING STATION (MARKET BOSWORTH - BOSWORTH PARK (SPS)),6,5,97.20%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),MARKET BOSWORTH,HINCKLEY & BOSWORTH,RIVER SENCE,T/20/03106/O,TRIB OF RIVER SENCE (SOAR),Freshwater river,Sewage - water company,SK4172003450,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,441720,303450
4164,LINTON SOUTH (LINTON - COLLIERY LANE (SPS)),28,96,99.94%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),SEWAGE PUMPING STATION,S. DERBYSHIRE,TRENT TO CONF WITH DOVE,T/24/07093/O,WARREN HILL BROOK,Freshwater river,Sewage - water company,SK2730015900,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,427300,315900
4165,MANOR HOUSE FARM (MAPLETON (TPS)),13,93,99.94%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),MAPLETON,DERBYSHIRE DALES,DOVE TO CONF WITH CHURNET,T/29/07985/O,RIVER DOVE,Freshwater river,Sewage - water company,SK1609047620,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,416090,347620
4166,OSMASTON PUMPING STATION (OSMASTON -CHURCH LANE (SPS)),0,0,99.93%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),OSMASTON,DERBYSHIRE DALES,HILTON BROOK,T/34/30188/O,TRIB OF SHIRLEY BROOK,Freshwater river,Sewage - water company,SK2022044100,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,420220,344100
4167,TICKNALL SPS (TICKNALL - MAIN STREET (SPS)),39,162,99.93%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),STANTON HILL,S. DERBYSHIRE,TRENT TO CONF DERWENT,T/36/21920/O,SCOTS BROOK,Freshwater river,Sewage - water company,SK3604024000,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,436040,324000
4168,Sneinton PS,63,1010,100.00%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),DALESIDE ROAD,C. NOTTINGHAM UA,TRENT TO CONF WITH DEVON,T/64/45209/O,RIVER TRENT,Freshwater river,Sewage - water company,SK5902039180,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,459280,339230
4169,ENDSOR SEWAGE P S (EDENSOR (SPS)),22,127,99.94%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),ADJ PARK HOUSE (A623),DERBYSHIRE DALES,DERWENT TO CONF WITH WYE,T/38/40241/O,RIVER DERWENT,Freshwater river,Sewage - water company,SK2568069580,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,425680,369580
4170,GRINDLEFORD SEWAGE P S (Grindleford PS),41,434,99.94%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),GRINDLEFORD,DERBYSHIRE DALES,DERWENT TO CONF WITH WYE,T/38/40242/O,RIVER TRENT,Freshwater river,Sewage - water company,SK2436077350,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,424360,377350
4171,BROADHOLME PUMPING STATION (BELPER - BROADHOLM (SPS)),16,102,99.93%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),BELPER,AMBER VALLEY,DERWENT TO ECCLESBOURNE,T/42/01142/O,RIVER DERWENT,Freshwater river,Sewage - water company,SK3400047000,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,434000,347000
4172,AMBERGATE PS - STORM/EMERGENCY O/F (AMBERGATE - DERBY ROAD (SPS)),40,392,99.94%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),DERBY ROAD,AMBER VALLEY,DERWENT TO ECCLESBOURNE,T/42/09111/O,RIVER DERWENT,Freshwater river,Sewage - water company,SK3483050800,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,434830,350800
4173,CASTLE ORCHARD PUMPING STATION (DUFFIELD - CASTLE ORCHARD PS (CSO)),1,3,99.23%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),CASTLE ORCHARD,AMBER VALLEY,DERWENT TO ECCLESBOURNE,T/42/40222/O,RIVER DERWENT,Freshwater river,Sewage - water company,SK3451043940,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,434510,343940
4174,LITTLE EATON SPS - STM/EMERGENCY of (LITTLE EATON (SPS)),28,14,99.36%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),LITTLE EATON,EREWASH,BOTTLE BROOK,T/45/12100/O,BOTTLE BROOK,Freshwater river,Sewage - water company,SK3604040930,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,436040,340930
